0.63421,2.43237,5.45829,6.73502,6.64964,0.04715,0.08522
0.63789,2.41072,5.46007,6.74187,6.65752,0.04242,0.08105
0.64224,2.38875,5.46736,6.75379,6.67690,0.04314,0.08385
0.64342,2.38000,5.46528,6.75363,6.67454,0.03340,0.07306
0.64553,2.37500,5.46864,6.75476,6.70007,0.03141,0.06910
